RECIPE TITLE,TOTAL COOKING TIME,PREPARATION TIME,COOKING TIME,RECIPE SERVINGS,LEVEL,INGREDIENTS,RECIPE LINK
Samak Dosa Recipe,25 mins,15 mins,10 mins,2.0,Easy,"['For Dosa:', '1 cup Samak Ke Chawal', '3 tbsp Singhare Ka Aata', 'to taste Sendha Namak', 'For frying  Ghee', 'Stuffing:', '2 nos Boiled Potatoes, mashed', '2 tbsp Desi Ghee', 'to taste Sendha Namak', '2 nos Whole Red Chillies', '1/2 tsp Turmeric Powder', '1 tsp Cumin Seeds', '1 tbsp Ginger, chopped', '1 tsp Green Chillies, chopped', '1 tbsp Coriander, chopped']",https://food.ndtv.com/recipe-samak-dosa-951303
Sambar Masala Recipe,15 mins,05 mins,10 mins,4.0,Easy,"['2 Cups Whole red pepper', '1 1/2 cups coriander seeds (dhania)', '2 tbsp mustard seeds (sarson)', '3 tbsp cumin seeds (jeera)', '4 tsp peppercorns (sabut kali mirch)', '2 tbsp fenugreek seeds (methi dana)', '2 tbsp black gram (dhuli urad dal)(husked and split)', '2 tbsp Bengal gram (channa dal)', '2 tbsp yellow lentils (arhar dal)', '2 tbsp rice', '2 tbsp asafoetida (heeng)', '2 tbsp turmeric powder (haldi)', '1/4 cup dried curry leaves (kadi patta)']",https://food.ndtv.com/recipe-sambar-masala-218687
Sandesh Recipe,30 mins,10 mins,20 mins,4.0,Easy,"['150 gms paneer (cottage cheese)', '1/2 cup khoya, grated', '4  Green cardamom (crushed)', 'Large pinch of kesar (saffron)', '6 tbsp sugar / gur', '6  Almonds , shredded']",https://food.ndtv.com/recipe-sandesh-106796
Sarson Ka Saag Aur Makki Ki Roti Recipe,2 hrs 20 mins,10 mins,2 hrs 10 mins,4.0,Medium,"['For Saag:', '750 gms Sarson saag', '250 gms Palak saag', '250 gms Bathua saag', '2 cups Water with a pinch of salt', '1 1/2 cup Makki atta', '4  Green chillies', '25 gms Ginger', '2  Onions', '6   Garlic cloves', '100 gms Ghee', '1/2 tsp Red pepper powder', '1/2 tsp Garam masala', '1/2 tsp Coriander powder', 'For Makki ki Roti:', '1/2 kg Makki Atta', 'Water (for kneading)', 'Ghee (for frying)']",https://food.ndtv.com/recipe-sarson-ka-saag-aur-makki-ki-roti-218092
Sattu Kachori Recipe,35 mins,10 mins,25 mins,6.0,Easy,"['11/2 Cups Sattu', '2  All purpose flour', '1 tsp Fennel Seeds', '1 tsp Cumin', '1 medium Onion, finely chopped', '1 tbsp Green chilli and ginger paste', '1 tsp Red chili powder', '1 tsp Coriander Powder', '1/2 tsp Turmeric', 'to taste Salt', '1/2 tsp Chaat masla', '1 tsp Aamchoor powder', '1 tsp Carom Seeds', '1 tbsp Lemon Juice', '3 tbsp Ghee', 'Oil for Frying']",https://food.ndtv.com/recipe-sattu-kachori-958361
Seekh Kebabs Recipe,1 hr,15 mins,45 mins,6.0,Easy,"['Oven temp: 375 F- 205 C', '2 cups keema (minced mutton/lamb/beef)', 'For marination:', '1 tbsp vinegar', '2 tbsp fenugreek leaves, chopped', '1/2 tbsp garlic paste', '1/2 tbsp ginger paste', '1 1/2 tbsp salt', '1/4 tbsp black pepper, powdered', '1/4 tbsp garam masala', '2 tbsp coriander leaves, chopped', '1 tbsp green chillies, finely chopped', 'Skewers to make the kebabs', 'Oil for brushing', 'chaat masala', 'lemon wedges']",https://food.ndtv.com/recipe-seekh-kababs-1-489518
Semiya Upma Recipe,30 mins,10 mins,20 mins,2.0,Easy,"['2 Tbsp Oil', '1 tsp Mustard seeds', '1 tsp Cumin seeds', '1 tsp Peanuts', '1/2 tsp Sesame seeds', '1 tsp Urad dal', '7-8 nos Curry leaves', '11-12 nos Cashewnuts', '1 nos Onion, chopped', '1/4 cup Carrot, chopped', '1/4 cup Beans, chopped', '1/4 cup Peas', '1 tsp Ginger', '1 nos Green chilli', '1 tsp Salt', '1/2 tsp Turmeric powder', '1 cup Vermicelli', '1 cup Water']",https://food.ndtv.com/recipe-semiya-upma-951720
Sevaiya Ki Burfi Recipe,35 mins,15 mins,20 mins,2.0,Easy,"['200 gms sevaiya', '100 gms desi ghee', '40 gms almonds', '30 gms pistachios', '25 gms raisins', '250 ml milk', '120 gms khoya', '100 gms sugar']",https://food.ndtv.com/recipe-sevaiya-ki-burfi-952328
Seviyan Kheer Recipe,45 mins,10 mins,35 mins,2.0,Easy,"['70 gms vermicelli', '25 gms pure ghee', '400 ml milk', '50 gms grain sugar', '5 gms green cardamom', '2 gms cloves', '20 gms whole almonds', '10 gms sultanas / kishmish', 'for garnishing fresh rose petals']",https://food.ndtv.com/recipe-seviyan-kheer-953482
Sewai Recipe,35 mins,10 mins,25 mins,5.0,Easy,"['2 Tbsp Butter', '100 gram Sewai', '25 gram Cashew nuts', '25 gram Almond', '25 gram Raisins', '600 ml Milk', '3 tbsp Sugar', '5  Green cardamom cloves', 'A pinch of Saffron']",https://food.ndtv.com/recipe-sewai-232870
Shahi Egg Curry Recipe,35 mins,05 mins,30 mins,4.0,Medium,"['4  eggs, boiled', '1 tsp garlic cloves, chopped', '1  onion, chopped', '2  green chillies, sliced', '1  tsp ginger, chopped', '1 tbsp fresh cream', '1 tbsp curd', '1 tsp kasoori methi', '1 tbsp chaat masala', '1/2 tsp garam masala', '1/2 tsp red chilli powder', '1 tbsp coriander leaves', '1 tsp salt', '1 tbsp oil']",https://food.ndtv.com/recipe-shahi-egg-curry-255633
Shahi Lassi Recipe,20 mins,15 mins,05 mins,2.0,Easy,"['1/2 Cup Curd', '1 scoop  Vanilla ice cream', '1 tbsp Sugar', '2-3 strands  Saffron', '1/4 cup Water', 'For Garnishing:', '1/2 tsp Chopped Almonds']",https://food.ndtv.com/recipe-shahi-lassi-955131
Shahi Mushroom Recipe,1 hr,20 mins,40 mins,4.0,Medium,"['For mushrooms:', '300 gms button mushroom', 'to taste salt', '1-2 tbsp ghee (to shallow fry)', '1/2 tbsp butter', 'For the shahi garam masala:', '1-2 sticks cinnamon', '1 tbsp shahi zeera', '1/2 tbsp zeera', '1 tbsp pepper', '10 gms dry ginger', '1 piece  brown cardamom', 'Little bit of  javitri', 'Little bit of  pathar ke phool', '1/2 tbsp coriander seeds', '2-3  cloves (laung)', '3-4  green cardamom', 'Little bit of  jaiphal (nutmeg)', 'For the gravy:', '1 tbsp ghee', '1  Bay leaf', '1/2 tsp cumin seeds', '1 tbsp ginger-garlic paste', '2 tbsp onion puree', '3  Green chilies (pounded with a pinch of salt)', '1 tsp turmeric powder', '1 tsp cumin powder', '1 tsp coriander powder', 'tsp red chili powder', 'For taste  salt', 'Water  (to de-glaze pan)', '250 gms tomato puree', 'A pinch of sugar', '2 tbsp cashew nut paste', '1 1/2 tbsp cream', '1/2  Lemon']",https://food.ndtv.com/recipe-shahi-mushroom-233314
Shahi Paneer Recipe,50 mins,10 mins,40 mins,4.0,Intermediate,"['3 Cups paneer (cubed)', '30 gram melon seeds', '1/4 cup butter', '1 tsp black cumin seeds', '1 tbsp ginger, finely chopped', '2 cups tomatoes, grated', '1/4 tsp turmeric powder', '2 tsp coriander powder', '2 tsp salt', '1/2 tsp chilli powder', '1/4 tsp garam masala', '2-3  Green chillies (slit)', '3/4 cup water']",https://food.ndtv.com/recipe-shahi-paneer-98946
Shahi Tukda Recipe,1 hr 10 mins,10 mins,1 hr,4.0,Easy,"['4 slices Large white bread (edges trimmed off)', 'Ghee (clarified butter) for deep-frying', '2 tbsp sugar', '1/2 cup milk', 'Rabri (made of 1/2 kg milk)', '1 tsp gulab jal (rose water)', '1/2 cup malai (clotted cream) or thick cream', 'Vark (silver leaves, optional)', 'For garnish:', '2 tbsp almonds (slivered), blanched', '2 tbsp pistachios (slivered), blanched', 'Few rose petals (optional)', 'Few kesar strands (saffron)']",https://food.ndtv.com/recipe-shahi-tukda-493848
Shahi Tukda with Pineapple Recipe,55 mins,20 mins,35 mins,2.0,Easy,"['10-15  almonds', '10-15  green unsalted pistachio', '5  bread slices', 'Oil', '500 ml milk', '1 tsp green cardamom powder', '5 tbsp sugar', '1 gms saffron', '3 tsp screw pine (kewda) water', '6-7 pieces candied ginger', '6-7  pineapple, sliced', '1  cutter (shape of your choice)']",https://food.ndtv.com/recipe-shahi-tukda-with-pineapple-387491
Shalgam ki Sabzi Recipe,40 mins,10 mins,30 mins,4.0,Easy,"['500 Gram Turnips (chopped and washed), peeled', '2 large Onion , chopped', '2  Tomatoes, chopped', '1 tsp Garlic and ginger, grated', '2  Green chillies , chopped', '1 tsp Sugar, cumin powder and coriander powder', '1 tsp Turmeric powder', '1 cup Water', '2 tbsp Butter / oil', 'to taste Salt', 'Coriander leaves to garnish., finely chopped']",https://food.ndtv.com/recipe-shalgam-ki-sabzi-219524
Shaljam Gosht Recipe,30 mins,15 mins,15 mins,4.0,Easy,"['For mutton:', '1 kg mutton', '2 tablespoon ghee (clarified butter)', '2 dalchini sticks (cinnamon)', '2 tez patta (bay leaves)', '2 large onions or 4 medium onions', '1/2 cup dhaniya (coriander)', '1 teaspoon haldi powder (turmeric)', '2 tablespoons red chilli powder', '2 tablespoons coriander powder', '1 1/2 teaspoons of ginger-garlic paste', '2 cups whisked curd', 'Salt (as per taste levels)', 'Water (as per requirement)', 'For preparing shaljam gosht:', '2 tablespoons of ghee', '5 shaljams (turnips)', '1 teaspoon of jeera (cumin seeds)', '2 tablespoons of chopped ginger', '4 green chilies', '3 elaichis (black cardamom)', '2 tablespoons of butter', 'Salt (as per taste levels)']",https://food.ndtv.com/recipe-shaljam-gosht-958461
Sheer Khurma Recipe,40 mins,10 mins,30 mins,5.0,Medium,"['500 Ml Milk, full cream', '50 gram Vermicelli (broken into small pieces), roasted', '1/4 cup Sugar', '2 tbsp Dates, chopped', '1/4 cup Raisins', '1/4 cup Almonds (cut into pieces), blanched', '1/4 cup Pistachios', '1/4 cup Ghee', '1/2 tsp Saffron', '1/2 tsp Cardamom powder']",https://food.ndtv.com/recipe-sheer-khurma-560738
Sheer Korma Recipe,40 mins,15 mins,25 mins,2.0,Easy,"['2.5 cups full fat milk', '1/4 cup fine vermicilli', '1/4 cup sugar', '1 Tbsp butter', '1 Tbsp rose water', 'A small pinch cardamom powder', 'Nuts & Dry Fruits:', '2 Tbsp dates - finely chopped', '2 Tbsp raisins', '1/3 cup cashews, almonds, pistachios, charoli nuts - chopped finely']",https://food.ndtv.com/recipe-sheer-korma-710580
Sheermal Recipe,5 hrs 05 mins,4 hrs 30 mins,35 mins,6.0,Intermediate,"['3 Cups Maida (refined flour)', '1 cup Milk', '2 tbsp Milk (extra)', '1 tsp Sugar', '3/4 cup Ghee', 'to taste Salt', 'Few  Saffron strands']",https://food.ndtv.com/recipe-sheermal-98852
Shimla Mirch Aur Aloo Recipe,40 mins,10 mins,30 mins,4.0,Easy,"['250 gms capsicum, sliced', '250 gms potatoe (peeled and cut to match capsicums), boiled', '125 gms onions, sliced', '25 gms tomatoes, sliced', '1/4 cup oil', '1 tsp cumin seeds', '2 tsp coriander seeds, powdered', '2 tsp salt', '1/2 tsp turmeric', '1/4 tsp garam masala', '1/2 tsp pepper, powdered', 'for garnishing coriander leaves']",https://food.ndtv.com/recipe-simla-mirch-aur-aloo-462156
Shreekhand Recipe,30 mins,10 mins,20 mins,2.0,Easy,"['1/2 cup hung yogurt', '1 Tbsp sugar few strands of saffron', '1/2 tsp cardamom powder', '1/2 tsp chopped almonds', '1/2 tsp chopped sunflower seeds (chironji)', 'Optional: Fresh fruits can be added instead of dry fruits']",https://food.ndtv.com/recipe-shreekhand-218110
Shrikhand Recipe,3 hrs 10 mins,10 mins,3 hrs,4.0,Intermediate,"['1 1/2 Cups dahi', '1/4 cup sugar, powdered', '1/2 tsp cardamom powder']",https://food.ndtv.com/recipe-shrikhand-98801
Sindhi Kadhi Recipe,2 hrs,15 mins,1 hr 45 mins,2.0,Medium,"['1 1/2 tsp refined oil', '3 tbsp gram flour (besan)', '1 tsp fenugreek (methi) seeds', '1 1/2 tsp turmeric (haldi) powder', '3 litre water', '2  Potatoes', '500 gms tomatoes', '1  Drum stick (optional)', '1 long or 2 small piece  lotus stem', '1 big or 2 small  cauliflower', '200 gms colocasia (arbi)', '200 gms okra (bhindi)', 'salt', '3 lemon-sized balls  tamarind (imli, soaked in 1 cup warm water for 2 hours)', 'Oil (for frying)', '1 1/2 tsp mustard (sarson) seeds', '20-25  Curry leaves (kari patta)', '1 1/2 tsp cumin (jeera)', '2 tsp red chilli powder', '2 tbsp coriander leaves (dhania patta), chopped']",https://food.ndtv.com/recipe-sindhi-kadhi-954177
Singhade Ki Kadhi Recipe,45 mins,15 mins,30 mins,2.0,Medium,"['250 Gram Curd', '30 gram Singhare ka atta', '2 nos Dried red chilies whole', '1 tsp Cumin seeds', '1 tsp Sendha namak', '1 tsp Ginger green chili paste', '8 nos Curry leaves']",https://food.ndtv.com/recipe-singhade-ki-kadhi-952745
Sitafal Basundi Recipe,30 mins,10 mins,20 mins,2.0,Easy,"['1 Litre Milk', 'Sitafal Pulp', 'Dry fruits to Garnish']",https://food.ndtv.com/recipe-sitafal-basundi-956549
Sitaphal ki Subzi Recipe,45 mins,10 mins,35 mins,2.0,Easy,"['1 Kg Sitaphal/Kaddu/Kashiphal/Petha/Pumpkin (preferable green from outside)', '1/2 tsp Fenugreek seeds', '1 tsp Saunf / Fennel seed', '1/2-1 tsp Red chilli powder', '1/2 tsp Turmeric powder', 'to taste Salt', '1/2 tsp Garam masala powder', '1 tsp Dry mango powder/ Aamchoor', '3-4 tsp Sugar', '2 tbsp Oil']",https://food.ndtv.com/recipe-sitaphal-ki-subzi-952718
Sonth aur Methi ka Ladoo (Laddu) Recipe,40 mins,20 mins,20 mins,15.0,Intermediate,"['60 gms ghee', '1 cup atta (whole wheat flour)', '1 tbsp methi (fenugreek) seeds', '2 tsp saunf (fennel seeds)', '1 tsp sonth (dried, powdered ginger)', '3/4 cup gur ki shakkar (natural brown sugar)']",https://food.ndtv.com/recipe-sonth-aur-methi-ka-ladoo-laddu-219636
Sooji Halwa Recipe,35 mins,15 mins,20 mins,2.0,Easy,"['1/2 Cup ghee', '1 cup sooji (semolina)', '1 cup sugar', '1 tsp cardamom', '1 cup milk', '3 tbsp dry fruits', '1 tbsp ghee']",https://food.ndtv.com/recipe-sooji-halwa-112
Sookhe Kale Channe Recipe,45 mins,15 mins,30 mins,4.0,Easy,"['1 Cup kala channa (soaked 4-5 hours)', '1 1/2 tsp Kkala namak or normal salt', '1 tsp bhuna pissa jeera (cumin)', 'to taste lemon juice', '1/2 tsp coriander powder', 'Few strips  ginger', '1/2 tsp aamchoor', '1/2 tsp garam masala', 'A pinch of red chilli powder', '1 tbsp oil']",https://food.ndtv.com/recipe-sookhe-kale-channe-219570
Sous-Vide Salmon Tikka Recipe,40 mins,10 mins,30 mins,2.0,Medium,"['180  Norwegian salmon', '40  black garlic pickle', '50  butter', '1  butchery bag', '80  smoked yogurt', '2  home made prawn crisp', 'edible flower', 'to taste salt']",https://food.ndtv.com/recipe-sous-vide-salmon-tikka-952944
South Indian Dahi Kadhi Recipe,30 mins,10 mins,20 mins,2.0,Easy,"['1 Cup dahi', '4 tbsp freshly grated coconut', '2  green chillies', '1 tsp roasted jeera', '1 tsp mustard seeds', '6-8  curry leaves', '2  whole red chilli', '1/2 tsp turmeric powder', 'Salt, as per taste', '2 tbsp oil', 'coriander leaves, to garnish , finely chopped']",https://food.ndtv.com/recipe-south-indian-dahi-kadhi-958165
Soya Chaap Curry Recipe,55 mins,15 mins,40 mins,2.0,Easy,"['2 Tbsp oil', '4  Soya chaap sticks', '1  Bay leaf', '1 tsp cumin Seeds', '2 tbsp onion paste', '1/2 tsp salt', '1 tsp turmeric powder', '1 tsp ginger-garlic paste', '1 tsp coriander powder', '1 tsp cumin powder', '1 tsp red chilli powder', '1 cup water', '1 cup tomato pulp', '2 tbsp coriander leaves', 'A pinch of kasuri methi', '1/2 tsp garam masala', '1/2 cup cream']",https://food.ndtv.com/recipe-soya-chaap-curry-118
Soya Chana Dal Bhurji Recipe,20 mins,05 mins,15 mins,2.0,Easy,"['1 Cup Soya granules (soaked and squeezed)', '1/2 cup Chana Dal (soaked)', '1/4 tsp Hing', '2 tbsp Oil', '1 tsp Ginger-garlic paste', '1 tsp Red chili powder', '2 tsp Coriander powder', '1/2 tsp Turmeric', '1 tsp Cumin powder', 'to taste Salt', '1 large Onion, finely chopped', '1  Tomato, finely chopped', '1  Green chillies, finely chopped', '1  whole dry red chili', '2 tbsp Coriander leaves, finely chopped', '1 tsp Lemon Juice']",https://food.ndtv.com/recipe-soya-chana-dal-bhurji-958067
Soya Dal Paratha Recipe,20 mins,05 mins,15 mins,2.0,Easy,"['1 Cup Atta', '1/2 cup mong dal, soaked for 2 hours', 'soaked soya chunks', 'A pinch of hing', '2 tsp Ghee', '1 tsp cumin', 'Salt, as per taste', '1 tsp Red Chilli Powder', '1 tsp haldi', '1/2 tsp Ajwain', 'Water, to knead dough']",https://food.ndtv.com/recipe-soya-dal-paratha-958174
Soya Thandai Recipe,25 mins,15 mins,10 mins,2.0,Easy,"['3 Cups Soya Milk', '1 tbsp Cashew Nuts', '1 tbsp Almonds', '1 tbsp Poppy Seeds', '1 tbsp Fennel Seeds', '5  Peppercorns', '1/2 tsp Cardamom Powder', '6 tbsp Sugar', '1 tbsp Rose water']",https://food.ndtv.com/recipe-soya-thandai-98751
Spicy Chicken Recipe,45 mins,10 mins,35 mins,4.0,Easy,"['75 Ml Mustard oil', '1 tsp Onion seeds (kalonjee)', '1 tsp Fennel seeds (saunf)', '2 tbsp Garlic, chopped', '200 gms Onion, chopped', '150 gms Tomatoes, chopped', '1 tsp Ginger, chopped', '2-3  Green chillies', '2 tbsp Curry leaves', '1 kg Chicken leg (cubes, boneless)', '1 tbsp Tomato paste', '1 tbsp Red chilli powder', '1 tsp Black pepper (crushed)', '1 tsp Cumin powder, roasted', 'to taste Salt', 'A pinch of Black salt', '20 gms Fresh coriander leaves', '10 gms Mint Leaves']",https://food.ndtv.com/recipe-spicy-chicken-176536
Spicy Creamy Kadai Chicken Recipe,50 mins,05 mins,45 mins,4.0,Medium,"['For the marinade:', '1 kg chicken', '1 tbsp ginger-garlic paste', '1/2 tsp pepper powder', '1 tbsp lime juice', '1 tbsp oil', 'to taste salt', 'For the paste:', '2 medium tomatoes', '2  Green chillies', '1 tbsp ginger-garlic paste', '1 tsp chilli powder', '3  Black cardamoms', '3  Cloves', '1 cup water', 'For sauteing:', '2 large onion, sliced', '1/2 tsp ginger, finely chopped', '3  Green chillies', '2 tsp chilli powder', '1 tsp turmeric powder', '3/4 tsp garam masala', '1/2 tsp kasturi methi', '1 cup cream']",https://food.ndtv.com/recipe-spicy-creamy-kadai-chicken-602589
Spicy Dahi Tadka Recipe,15 mins,05 mins,10 mins,4.0,Easy,"['1  onion, chopped', '1  tomato, chopped', '10-12  pieces kadi patta', '1/2 tsp haldi', '1/2 tsp salt', '1/2 tsp lal mirch powder', '1 tsp butter', '1 bowl  chilled dahi']",https://food.ndtv.com/recipe-spicy-dahi-tadka-132
Spicy Paneer with Beetroot & Cranberry Chutney Recipe,30 mins,05 mins,25 mins,2.0,Medium,"['For marinade:', '250 gram Cottage cheese (cut into squares or any desired shape)', '1 tbsp Olive oil', 'to taste Salt and Pepper', 'For the Chutney:', '1/2 tbsp Olive oil', 'to taste Salt', '1 tbsp Pepper and Fennel powder', '2  Jalapenos, sliced', '10  Curry leaves', '1/2 tbsp Mustard seeds', '1 tsp Ginger garlic red chili paste', '1 tsp Cumin seeds', 'A pinch of Asafoetida/Hing', 'Cranberries (frozen)', 'to taste Salt', '1/2 cup Beetroot, grated', '1 tsp Lemon juice', '1/2 cup Coconut milk', 'To garnish:', 'Spring onions, sliced', '4-5  Coriander leaves']",https://food.ndtv.com/recipe-spicy-paneer-with-beetroot-cranberry-chutney-952381
Spicy Pav Bhaji Recipe,40 mins,10 mins,30 mins,6.0,Easy,"['1 cup potatoes-peeled and chopped fine', '2 cups mixed vegetables-chopped fine', 'Green chillies-chopped to taste', '1 cup onions-grated', '1 tsp garlic-ginger', '1 cup tomato-grated', '1 cup tomato puree', '1 cup oil', '2 tsp cumin seeds', '1 tsp turmeric', '1 tsp salt', '1 tsp pav bhaji masala', '1 tsp chilli powder', '6 pavs', 'Butter for bread']",https://food.ndtv.com/recipe-spicy-pav-bhaji-99058
Spicy Potato Recipe,40 mins,10 mins,30 mins,4.0,Easy,"['4 Medium potatoes', '4 medium tomatoes', '2  onions', '2 tsp coriander seeds', '1 tsp cumin seeds', '2 tsp sesame seeds', '3-4  green chillies', '8-10  garlic cloves', '1 small ginger, chopped', '1 bunch coriander leaves, chopped', '2 tbsp oil', 'salt', 'water']",https://food.ndtv.com/recipe-spicy-potato-239500
Steamed Dhokla Recipe,40 mins,10 mins,30 mins,2.0,Easy,"['1 Cup gram flour (besan)', '1 tbsp citric acid', '1 tbsp sugar', 'to taste salt', 'A pinch of turmeric', 'water (to make batter)', '1 tbsp fruit salt/ baking powder (dissolved in water)', 'For the Tadka:', '1 tbsp oil', '1/2 tbsp mustard seeds', '1  dried red chilli', '7-8  curry leaves']",https://food.ndtv.com/recipe-steamed-dhokla-273208
Steamed Sandesh Recipe,55 mins,15 mins,40 mins,2.0,Easy,"['7 Litre milk', '300  sugar', '10  green cardamom', '200  mixed dry fruits', '10  ghee', '200  vinegar']",https://food.ndtv.com/recipe-steamed-sandesh-952789
Strawberry Milkshake Recipe,15 mins,10 mins,05 mins,3.0,Easy,"['200 Gram Strawberries', '2 tbsp Sugar', '400 ml Milk', '5-6 tbsp Strawberry Ice-Cream']",https://food.ndtv.com/recipe-strawberry-milkshake-98721
Stuffed Bati Recipe,1 hr 20 mins,40 mins,40 mins,4.0,Medium,"['For the baatis:', '2 cups wheat flour', '1/2 tsp baking soda', '2 tsp salt', '1/2 cup ghee', '1/2 cup ghee (for rolling the stuffed baatis in ghee at the end; this stuff can be left out.)', 'For the stuffing:', '200 gms paneer', '2 onions, medium', '2 tomatoes, medium', '2 tsp grated ginger', '2 tsp chopped green chillies', '1/2 tsp red chilli powder', '1 tsp coriander powder', '1 tsp jeera powder', '1 tsp amchoor powder', '1/2 tsp turmeric powder', 'Salt to taste', 'Oil for cooking']",https://food.ndtv.com/recipe-stuffed-bati-375616
Stuffed Farsi Puri Recipe,40 mins,10 mins,30 mins,8.0,Intermediate,"['250 gm maida', '1 tsp salt', '4 Tbsp ghee', 'Oil- for deep frying', 'For the Filling:', '3 Tbsp besan', '1 Tbsp black pepper powder', '1 tsp chilli powder', '1 tsp jeera powder', 'Salt to taste', '2 Tbsp oil', '1 tsp haldi powder', '1 Tbsp dhania powder']",https://food.ndtv.com/recipe-stuffed-farsi-puri-99108
Stuffed Idli Recipe,50 mins,10 mins,40 mins,4.0,Easy,"['3 cups rice', '1 cup urad wash stuffing', '1 tsp pistachios - blanched', '1 Tbsp roasted cashew nut', '1 Tbsp green and red bell peppers - diced', '1 Tbsp pickle masala', '1 tsp kasoori methi', '1 Tbsp carrot - sliced']",https://food.ndtv.com/recipe-stuffed-idlis-463795
Stuffed Lauki Recipe,30 mins,15 mins,15 mins,2.0,Easy,"['1 medium lauki', 'For the marinade:', '50 ml lemon juice', '1/2 tsp chilli powder', '2 tsp garam masala', 'For the filling:', '2 Tbsp oil', '1/2 tsp cumin seeds', '1 diced onion', '150 gm diced tomatoes', '3 chopped green chillies', '1 tsp ginger paste', '2 tsp chopped garlic', '1 Tbsp chopped coriander', '200 gm grated paneer', 'Salt and pepper to taste']",https://food.ndtv.com/recipe-stuffed-lauki-486432
Stuffed Palak Idli Recipe,25 mins,10 mins,15 mins,2.0,Easy,"['1 Cup idli rice', '1/2 cup urad dal', '1/2 tsp fenugreek seeds', 'Salt, to taste', '1/2 cup palak, chopped', '1/2 cup paneer, grated', '1/2  onion', '1  small green chilli, finely chopped', '1/2 tsp ginger, grated', 'Oil, as required']",https://food.ndtv.com/recipe-stuffed-palak-idli-958440
Stuffed Ravioli Recipe,1 hr 35 mins,10 mins,1 hr 25 mins,2.0,Easy,"['600 gms pumpkin', '5-6  shallots', '3-4  garlic cloves', '1 tbsp olive oil', 'to taste salt', 'to taste pepper', '60 gms walnut', '100 gms parmesan cheese', 'A sprig of oregano', '250 gms all purpose flour', '8 nos egg yolk', '1  whole egg', '20 gms olive oil', '25 gms salt']",https://food.ndtv.com/recipe-stuffed-ravioli-953279
Subz Badam Ka Shorba Recipe,40 mins,10 mins,30 mins,2.0,Easy,"['200  carrot', '200  beans', '200  cauliflower', '200  green peas', '100  onion', '30  ginger', '20  garlic', '60  cooking oil', '20  khada masala', '30  dhania green', '100  almond', 'to taste salt']",https://food.ndtv.com/recipe-subz-badam-ka-shorba-952938
Sugar Free Chocolate Sandesh Recipe,30 mins,05 mins,25 mins,5.0,Easy,"['500 Ml milk', '1-1.5  tbsp lemon juice', '1 tsp cocoa powder', '1 tbsp semi-sweet chocolate chips', 'Chocolate chips (to garnish)']",https://food.ndtv.com/recipe-sugar-free-chocolate-sandesh-958296
Sugar Free Modak Recipe,55 mins,40 mins,15 mins,10.0,Medium,"['400 gms seedless dates', '100 gms almonds', '100 gms cashew nuts', '100 gms walnuts', '100 gms raisins', '100 gms dry coconut', '30 gms poppy seeds', '1 tsp ghee']",https://food.ndtv.com/recipe-sugar-free-modak-953935
Suji Besan Atta Ladoo (Laddu) Recipe,40 mins,,40 mins,10.0,Easy,"['16 Tbsp ghee', '1/2 cup suji / semolina', '1/2 cup atta / whole wheat flour', '1 cup besan / chickpea flour', '1 1/2 - 2 1/2 cups powdered sugar, according to your taste', '1 tsp green cardamom seeds / elaichi daana', '1/4 cup slivered almonds']",https://food.ndtv.com/recipe-suji-besan-atta-ladoo-laddu-308261
Suji Ka Halwa Recipe,35 mins,05 mins,30 mins,4.0,Easy,"['1 Cup sooji (semolina)', '1 cup sugar', '4 cups water', '1/2 cup ghee', '1/4 tsp green cardamom, powdered', '1 tbsp almonds (shredded) - to garnish, blanched']",https://food.ndtv.com/recipe-sooji-ka-halwa-100564
Sunchoke Galawat Recipe,45 mins,20 mins,25 mins,4.0,Medium,"['500 Gram Sunchoke', '100 gram Taro (Arbi)', '1 tbsp Oil', '1/2 tsp Cumin seeds', '1 tbsp Ginger paste', '2-3  Green chillies, chopped', '2-3  Potatoes (boiled, peeled), grated', 'to taste Salt', '1/4 tsp Clove powder', '3 tbsp Chana dal powder, roasted', '1 tsp Turmeric powder']",https://food.ndtv.com/recipe-sunchoke-galawat-952166
Sweet Kachoris Recipe,35 mins,15 mins,20 mins,2.0,Medium,"['250 gms flour', '1 tbsp besan', '1 tbsp ghee', 'water (for kneading)', 'oil (for deep frying)', 'For filling:', '100 gms castor sugar', '150 gms khoya', '100 gms dried fruits, chopped', '1/4 tsp green cardamom seeds', 'For saffron syrup:', '250 gms sugar', '250 ml water', '1/2 tsp saffron strands (soaked in 1 tbsp water)']",https://food.ndtv.com/recipe-sweet-kachoris-954285
Sweet Potato Rice Recipe,40 mins,20 mins,20 mins,1.0,Easy,"['3 Cups Rice (cooked)', '10 pieces Garlic, finely chopped', '1/2 cup Spring onions', '1 tbsp Ginger juice', '1/2 tsp Chilli powder', '2  Sweet potatoes', '3 tsp Olive oil', 'to taste Salt']",https://food.ndtv.com/recipe-sweet-potato-rice-874272
Sweet Potato Shrikhand Recipe,15 mins,10 mins,05 mins,2.0,Easy,"['1  Boiled/roasted and peeled sweet potatoes', '1 cup Hung curd', '4 tbsp Honey/ sweetener of your choice', 'Chopped dry fruits', 'Kesar strands (Optional)']",https://food.ndtv.com/recipe-sweet-potato-shrikhand-955318
